Name	MOA	Target	Disease Area	Indication	Id	Phase
cefpirome	bacterial cell wall synthesis inhibitor		infectious disease	gram-negative bacterial infections	BRD-K56542719-065-01-4, BRD-K56542719-065-01-4, BRD-K56542719-065-01-4	Launched
cefradine	bacterial cell wall synthesis inhibitor	CYP3A4	infectious disease, otolaryngology	respiratory tract infections, otitis, skin infections, urinary tract infections, tonsillitis, pharyngitis, pneumonia	BRD-K13797099-001-02-9, BRD-K13797099-001-01-1, BRD-K13797099-001-03-9	Launched
ceftaroline-fosamil	bacterial cell wall synthesis inhibitor		infectious disease	skin infections, pneumonia	BRD-K37252028-349-01-8	Launched
ceftibuten	bacterial cell wall synthesis inhibitor		pulmonary, otolaryngology	bronchitis, otitis, pharyngitis, tonsillitis	BRD-K11124378-001-04-6, BRD-K11124378-335-03-0, BRD-K11124378-335-01-4, BRD-K11124378-335-02-2, BRD-K11124378-002-01-0	Launched
ceftizoxim	bacterial cell wall synthesis inhibitor		infectious disease	respiratory tract infections, urinary tract infections, gonorrhea, pelvic inflammatory disease, intra-abdominal infections, bacterial septicemia, skin infections, bone and joint infections, meningitis	BRD-K04301924-236-03-2, BRD-K04301924-236-01-6, BRD-K04301924-236-02-4	Launched
ceftobiprole	antiinfective drug				BRD-K00003117-001-01-9	Phase 3
celecoxib	cyclooxygenase inhibitor	CA12, PDPK1, PTGS2	rheumatology, endocrinology	osteoarthritis, rheumatoid arthritis, ankylosing spondylitis, primary dysmenorrhea (PD)	BRD-K02637541-001-22-2, BRD-K02637541-001-18-0, BRD-K02637541-001-17-2	Launched
celgosivir	glucosidase inhibitor				BRD-K00003204-003-01-9	Phase 2
celiprolol	adrenergic receptor antagonist	ADRA2A, ADRB1, ADRB2	genetics	Ehlers-Danlos syndrome (EDS)	BRD-A95602221-003-02-1, BRD-A95602221-003-03-9	Launched
cenerimod	sphingosine 1-phosphate receptor modulator				BRD-K00003248-001-01-9	Phase 2
cenicriviroc	CC chemokine receptor antagonist				BRD-K00003181-001-01-9	Phase 3
cenobamate	GABA receptor modulator, voltage-gated sodium channel blocker				BRD-K00003249-001-01-9	Launched
centanafadine	dopamine reuptake inhibitor				BRD-K00004588-001-01-9	Phase 3
centazolone	monoamine oxidase inhibitor				BRD-K31329721-001-08-2, BRD-K31329721-001-08-2, BRD-K31329721-001-08-2	Phase 1
centhaquin	analgesic agent				BRD-K00004619-001-01-9	Phase 1
centpropazine	inositol monophosphatase inhibitor				BRD-A28958257-001-02-0, BRD-A28958257-001-02-0, BRD-A28958257-001-01-2, BRD-A28958257-001-01-2	Phase 3
CEP-32496	RAF inhibitor	BRAF, RAF1			BRD-K20722021-001-02-1, BRD-K20722021-001-02-1, BRD-K20722021-001-02-1, BRD-K20722021-001-02-1, BRD-K20722021-001-02-1, BRD-K20722021-001-02-1, BRD-K20722021-001-03-9	Phase 1/Phase 2
CEP-33779	JAK inhibitor	JAK2			BRD-K37237504-001-02-7, BRD-K37237504-001-03-5, BRD-K37237504-001-03-5, BRD-K37237504-001-03-5, BRD-K37237504-001-03-5, BRD-K37237504-001-04-9, BRD-K37237504-001-04-9	Preclinical
CEP-37440	ALK tyrosine kinase receptor inhibitor	ALK			BRD-K72827473-001-01-0, BRD-K72827473-001-01-0, BRD-K72827473-001-01-0, BRD-K72827473-001-01-0, BRD-K72827473-001-02-8, BRD-K72827473-001-02-8	Phase 1
CEP-40783	AXL kinase inhibitor				BRD-K00003396-001-01-9	Preclinical
cephalosporin-c-zn	bacterial cell wall synthesis inhibitor				BRD-K00025564-001-01-9	Preclinical
cephalothin	bacterial cell wall synthesis inhibitor		infectious disease	skin infections, surgical prophylaxis	BRD-K28210218-236-08-1, BRD-K28210218-236-09-9	Launched
cephradine	bacterial cell wall synthesis inhibitor		infectious disease	skin infections, respiratory tract infections, urinary tract infections	BRD-A90807417-001-04-5	Launched
ceramide	phosphoenolpyruvate carboxylase activator, serine/threonine protein phosphatase activator		dermatology	cosmetic	BRD-K41707108-001-05-6	Launched
ceritinib	ALK tyrosine kinase receptor inhibitor	ALK, FLT3, IGF1R, INSR, TSSK1B	oncology	non-small cell lung cancer (NSCLC)	BRD-K22149900-001-06-2, BRD-K22149900-001-06-2, BRD-K22149900-001-06-2, BRD-K22149900-001-06-2, BRD-K22149900-001-06-2, BRD-K22149900-001-05-4, BRD-K22149900-001-05-4, BRD-K22149900-001-05-4, BRD-K22149900-001-05-4, BRD-K22149900-001-05-4, BRD-K22149900-001-03-9, BRD-K22149900-001-03-9, BRD-K22149900-001-03-9, BRD-K22149900-001-03-9, BRD-K22149900-001-03-9, BRD-K22149900-001-01-3	Launched
cerulenin	fatty acid synthase inhibitor	FASN	infectious disease	fungal infection	BRD-K52075040-001-09-7, BRD-K52075040-001-09-7, BRD-K52075040-001-09-7	Launched
ceruletide	CCK receptor agonist	CCKAR			BRD-K00003320-001-01-9	Preclinical
cetaben	ACAT inhibitor, cholesterol inhibitor	PPARA			BRD-K86954340-001-01-7, BRD-K86954340-001-01-7, BRD-K86954340-001-01-7	Phase 2
cetilistat	triacylglycerol lipase inhibitor	PNLIP			BRD-K94863486-001-02-2, BRD-K94863486-001-01-4	Phase 3
cetirizine	histamine receptor antagonist	HRH1	allergy	allergic rhinitis	BRD-K01826520-300-10-9, BRD-K01826520-300-11-9, BRD-K01826520-300-12-9	Launched
cetrimonium			dermatology	cosmetic	BRD-K47079459-004-14-9, BRD-K47079459-004-14-9, BRD-K47079459-004-04-6, BRD-K47079459-004-04-6, BRD-K47079459-004-04-6, BRD-K47079459-004-04-6, BRD-K47079459-004-05-3	Launched
cetrorelix	gonadotropin releasing factor hormone receptor antagonist	GNRHR, LHCGR	endocrinology	premature luteinizing hormone surges	BRD-K76315403-015-02-5, BRD-K76315403-015-02-5, BRD-K76315403-015-03-9	Launched
cetylpyridinium			dental	gingivitis, mouth inflammation	BRD-K87700323-003-05-1, BRD-K87700323-003-05-1, BRD-K87700323-003-05-1, BRD-K87700323-003-05-1, BRD-K87700323-003-05-1, BRD-K87700323-311-08-9, BRD-K87700323-311-08-9, BRD-K87700323-311-08-9, BRD-K87700323-003-04-4, BRD-K87700323-003-06-9	Launched
cevimeline	acetylcholine receptor agonist	CHRM3	rheumatology	sjogren's syndrome	BRD-K00004291-003-01-9	Launched
cevipabulin	microtubule stimulant, tubulin polymerization inhibitor	TUBB			BRD-K00003570-001-01-9	Phase 1
CE3F4	rap guanine nucleotide exchange factor inhibitor	RAPGEF3			BRD-A47940219-001-02-9, BRD-A47940219-001-01-4	Preclinical
CFI-400945	serine/threonine kinase inhibitor				BRD-K27040396-051-02-9	Phase 2
CFI-402257	dual specificity protein kinase inhibitor				BRD-K00003409-001-01-9	Phase 1/Phase 2
CFM-1571	guanylate cyclase activator				BRD-K64341947-003-03-2, BRD-K64341947-003-02-4	Preclinical
CFM-2	glutamate receptor antagonist				BRD-K42859542-001-04-9, BRD-K42859542-001-03-3	Preclinical
CFTRinh-172	chloride channel blocker	CFTR			BRD-K72004355-001-03-5, BRD-K72004355-001-02-7, BRD-K72004355-001-04-9, BRD-K72004355-001-01-9, BRD-K72004355-001-01-9	Preclinical
CF102	adenosine receptor agonist	ADORA1, ADORA2A, ADORA2B, ADORA3			BRD-K52396582-001-07-9, BRD-K52396582-001-06-7, BRD-K52396582-001-06-7, BRD-K52396582-001-06-7	Phase 2
CG-400549	FABI inhibitor				BRD-K48888725-001-02-7, BRD-K48888725-001-01-9	Phase 2
CGH2466	adenosine receptor antagonist	ADORA1, ADORA2B, ADORA3			BRD-K82028950-300-03-7, BRD-K82028950-300-02-9, BRD-K82028950-300-02-9, BRD-K82028950-300-02-9, BRD-K82028950-300-02-9	Preclinical
CGK-733	ATM kinase inhibitor, ATR kinase inhibitor	ATM, ATR			BRD-A50737080-001-03-0, BRD-A50737080-001-07-9, BRD-A50737080-001-06-3, BRD-A50737080-001-02-2, BRD-A50737080-001-02-2, BRD-A50737080-001-05-5	Preclinical
CGM097	MDM inhibitor	MDM2			BRD-K79584249-001-02-1, BRD-K79584249-001-02-1, BRD-K79584249-001-02-1, BRD-K79584249-001-01-3, BRD-K79584249-001-01-3, BRD-K79584249-001-01-3, BRD-K79584249-001-01-3	Phase 1
CGP-12177	adrenergic receptor agonist	ADRB1, ADRB2, ADRB3			BRD-A40084411-003-09-9, BRD-A40084411-003-07-7	Phase 1
CGP-13501	GABA receptor modulator	GABBR1			BRD-K95851186-001-08-9, BRD-K95851186-001-08-9, BRD-K95851186-001-07-8, BRD-K95851186-001-07-8	Preclinical
CGP-20712A	adrenergic receptor antagonist	ADRB1, ADRB3			BRD-K01827291-066-05-9	Preclinical
CGP-25454A	dopamine receptor antagonist				BRD-K00003372-003-01-9	Preclinical
CGP-37157	mitochondrial Na+/Ca2+ exchanger antagonist, sodium/calcium exchange inhibitor	SLC8A1			BRD-A35623999-001-06-5, BRD-A35623999-001-06-5, BRD-A35623999-001-07-9, BRD-A35623999-001-07-9, BRD-A35623999-001-05-7	Preclinical
CGP-37849	glutamate receptor antagonist	GRIN2A, GRIN2B, GRIN2C, GRIN2D			BRD-A90272038-001-02-5, BRD-A90272038-001-01-7	Phase 1
CGP-39551	NMDA receptor antagonist				BRD-K00004626-001-01-9	Preclinical
CGP-52411	EGFR inhibitor	EGFR			BRD-K13087974-001-03-3, BRD-K13087974-001-03-3, BRD-K13087974-001-02-5, BRD-K13087974-001-02-5	Preclinical
CGP-53353	EGFR inhibitor, PKC inhibitor	EGFR, PRKCB			BRD-K32292990-001-03-6, BRD-K32292990-001-04-4	Preclinical
CGP-54626	GABA receptor antagonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8			BRD-A74208568-003-02-3, BRD-A74208568-003-04-9, BRD-A74208568-003-01-5	Preclinical
CGP-55845	GABA receptor antagonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8			BRD-K00004232-003-02-9, BRD-K00004232-003-01-9	Preclinical
CGP-57380	MAP kinase inhibitor	AURKB, LCK, MKNK1, MKNK2, SGK1			BRD-K42500029-001-04-3, BRD-K42500029-001-03-5, BRD-K42500029-001-06-8	Preclinical
CGP-60474	CDK inhibitor	CDK1, CDK2			BRD-K79090631-001-23-9, BRD-K79090631-001-22-3, BRD-K79090631-001-22-3, BRD-K79090631-001-22-3	Preclinical
CGP-71683	neuropeptide receptor antagonist	NPY5R			BRD-K34321528-003-02-0, BRD-K34321528-003-02-0, BRD-K34321528-003-01-2, BRD-K34321528-003-03-9	Preclinical
CGP-74514	CDK inhibitor	CDK1			BRD-K56239177-300-02-9, BRD-K56239177-300-01-3, BRD-K56239177-300-01-3, BRD-K56239177-300-01-3	Preclinical
CGP-78608	glutamate receptor antagonist				BRD-K60946979-003-02-9, BRD-K60946979-003-01-7	Preclinical
CGP-7930	GABA receptor modulator	GABBR1			BRD-K65786282-001-08-3, BRD-K65786282-001-08-3, BRD-K65786282-001-08-3, BRD-K65786282-001-09-9, BRD-K65786282-001-07-5, BRD-K65786282-001-07-5, BRD-K65786282-001-07-5	Preclinical
CGS-15943	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3			BRD-K49049886-001-08-7, BRD-K49049886-001-08-7, BRD-K49049886-001-08-7, BRD-K49049886-001-08-7, BRD-K49049886-001-08-7, BRD-K49049886-001-08-7, BRD-K49049886-001-08-7, BRD-K49049886-001-13-7, BRD-K49049886-001-13-7, BRD-K49049886-001-13-7, BRD-K49049886-001-13-7, BRD-K49049886-001-13-7, BRD-K49049886-001-13-7, BRD-K49049886-001-13-7, BRD-K49049886-001-13-7, BRD-K49049886-001-13-7, BRD-K49049886-001-13-7	Preclinical
CGS-20625	benzodiazepine receptor agonist, GABA benzodiazepine site receptor partial agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6			BRD-K68103045-001-03-7, BRD-K68103045-001-02-9, BRD-K68103045-001-02-9, BRD-K68103045-001-02-9, BRD-K68103045-001-04-9	Phase 1
CGS-21680	adenosine receptor agonist	ADORA1, ADORA2A, ADORA2B, ADORA3			BRD-K27176996-003-10-9	Preclinical
CGS-9896	GABA receptor antagonist	GABRA1, GABRB2, GABRG2			BRD-K54093161-001-01-8, BRD-K54093161-001-01-8	Preclinical
CH-170					BRD-K24820488-001-01-7	Phase 1
CH-5183284	fibroblast growth factor inhibitor	FGFR1, FGFR2, FGFR3			BRD-K11683436-001-01-7, BRD-K11683436-001-01-7, BRD-K11683436-001-02-5	Phase 2
CHC	monocarboxylate transporter inhibitor	SLC16A1			BRD-K60302405-001-08-6, BRD-K60302405-001-04-5	Preclinical
CHF5074	gamma secretase modulator	PSEN1			BRD-K34508702-001-02-4	Phase 2
chicago-sky-blue-6b	glutamate inhibitor, macrophage migration inhibiting factor inhibitor	MIF			BRD-K56483981-342-06-4, BRD-K56483981-342-07-2	Preclinical
chidamide	HDAC inhibitor	HDAC10, HDAC3	hematologic malignancy	peripheral T-cell lymphoma (PTCL)	BRD-K28537285-001-01-8, BRD-K28537285-001-01-8, BRD-K28537285-001-01-8, BRD-K28537285-001-01-8	Launched
chiniofon	antiprotozoal agent		infectious disease	amebiasis	BRD-K52284881-236-02-4, BRD-K52284881-001-03-9	Launched
CHIR-124	CHK inhibitor	CHEK1			BRD-K02241333-001-02-7, BRD-K02241333-001-02-7, BRD-K02241333-001-02-7	Preclinical
CHIR-98014	glycogen synthase kinase inhibitor	GSK3A, GSK3B			BRD-K42973005-001-07-9, BRD-K42973005-001-04-0, BRD-K42973005-001-04-0, BRD-K42973005-001-04-0	Preclinical
CHIR-99021	glycogen synthase kinase inhibitor	CDK1, GSK3A, GSK3B, MAPK1			BRD-K16189898-003-03-3, BRD-K16189898-003-03-3, BRD-K16189898-003-03-3, BRD-K16189898-001-21-9, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8, BRD-K16189898-001-12-8	Preclinical
chloralose					BRD-K00004971-001-01-9	Preclinical
chlorambucil	DNA inhibitor		hematologic malignancy	chronic lymphocytic leukemia (CLL), Hodgkin's lymphoma	BRD-K29458283-001-29-9	Launched
chloramine-T			infectious disease	bacterial gill disease	BRD-K93546328-236-02-8, BRD-K93546328-236-03-9	Launched
chloramphenicol-palmitate	protein synthesis inhibitor		infectious disease, endocrinology	meningitis, fever, cholera	BRD-K33742430-001-01-1	Launched
chloramphenicol-sodium-succinate	protein synthesis inhibitor		infectious disease	gram-negative bacterial infections	BRD-K25209357-236-01-2	Launched
chlorcyclizine	histamine receptor antagonist		allergy	allergic rhinitis	BRD-A57133233-003-12-9, BRD-A57133233-003-11-0, BRD-A57133233-003-11-0	Launched
chlorfenson	other antifungal				BRD-K89409436-001-01-4	Phase 2
chlorhexidine	membrane integrity inhibitor		dermatology, infectious disease, dental	cosmetic, skin infections, gingivitis	BRD-K52256627-300-06-6, BRD-K52256627-300-06-6, BRD-K52256627-300-06-6, BRD-K52256627-300-06-6, BRD-K52256627-300-06-6, BRD-K52256627-300-05-8, BRD-K52256627-300-05-8	Launched
chlorindanol					BRD-K01653460-001-01-1, BRD-K01653460-001-02-9	Preclinical
chlorindione					BRD-K61802864-001-09-9, BRD-K61802864-001-08-8	Preclinical
chlorisondamine-diiodide	acetylcholine receptor antagonist	CHRNA1			BRD-K18030938-302-03-9, BRD-K18030938-302-02-7	Preclinical
chlormadinone-acetate	5 alpha reductase inhibitor	PGR	endocrinology	hypermenorrhea, amenorrhea, oligomenorrhea, polymenorrhea	BRD-K38704569-001-18-9	Launched
chlormezanone	GABA receptor modulator	GABRA1			BRD-A20348246-001-15-8, BRD-A20348246-001-15-8, BRD-A20348246-001-16-9, BRD-A20348246-001-14-1, BRD-A20348246-001-13-3	Withdrawn
chlormidazole	fungal lanosterol demethylase inhibitor		infectious disease	fungal infection	BRD-K60443845-001-08-6, BRD-K60443845-001-08-6, BRD-K60443845-001-08-6, BRD-K60443845-001-09-9	Launched
chlorobutanol			neurology/psychiatry	anesthetic, sedative	BRD-K39495750-001-01-2, BRD-K39495750-001-02-0, BRD-K39495750-001-02-0	Launched
chlorocresol	ryanodine receptor activator		infectious disease	first-aid antiseptic	BRD-K89056082-001-07-7, BRD-K89056082-001-06-9, BRD-K89056082-001-08-5	Launched
chlorophyllin			urology	urinary incontinence	BRD-K23728266-001-01-1	Preclinical
chloroprocaine	sodium channel blocker	ATP1A1, CHRNA10, GRIN3A, HTR3A, SCN10A, SLC6A3	neurology/psychiatry	local anesthetic	BRD-K86864073-001-01-1	Launched
chloropyramine	histamine receptor antagonist	HRH1	cardiology, ophthalmology, allergy, pulmonary	edema, conjunctivitis, allergic rhinitis, asthma	BRD-K83257731-003-25-9, BRD-K83257731-003-25-9, BRD-K83257731-003-25-9, BRD-K83257731-003-23-5, BRD-K83257731-003-23-5, BRD-K83257731-003-23-5	Launched
chloroquine	antimalarial agent	MRGPRX1	infectious disease	malaria, amebiasis	BRD-A91699651-316-10-9, BRD-A91699651-316-09-1, BRD-A91699651-316-09-1, BRD-A91699651-316-11-7, BRD-A91699651-316-11-7, BRD-A91699651-316-11-7	Launched
chlorothiazide	diuretic	CA1, CA2, CA4, SLC12A3	cardiology	hypertension	BRD-K88682005-001-16-6, BRD-K88682005-001-17-9, BRD-K88682005-001-17-9, BRD-K88682005-001-15-8	Launched
chlorothymol					BRD-K04358951-001-02-9, BRD-K04358951-001-01-0	Launched
chlorotrianisene	estrogenic hormone	ESR1, ESR2	endocrinology, oncology	menopause, prostate cancer	BRD-K27062708-001-24-9, BRD-K27062708-001-23-1, BRD-K27062708-001-23-1, BRD-K27062708-001-23-1	Launched
chloroxine	opioid receptor antagonist	OPRK1	gastroenterology, infectious disease, dermatology	diarrhea, inflammatory bowel disease, giardiasis, dandruff	BRD-K17075857-001-17-6, BRD-K17075857-001-17-6, BRD-K17075857-001-17-6, BRD-K17075857-001-17-6, BRD-K17075857-001-17-6, BRD-K17075857-001-18-4, BRD-K17075857-001-18-4, BRD-K17075857-001-16-8	Launched
chloroxoquinoline					BRD-K83335125-001-07-0	Launched
chloroxylenol	ATP synthase inhibitor		infectious disease	skin infections	BRD-K17223896-001-11-9, BRD-K17223896-001-10-0	Launched
chlorphenamine	histamine receptor antagonist		allergy	allergic rhinitis, urticaria	BRD-K01826567-050-16-9	Launched
chlorphenesin	muscle relaxant		neurology/psychiatry	muscle relaxant, sedative	BRD-A92262698-001-02-5, BRD-A92262698-001-01-7	Launched
chlorphenoxamine	histamine receptor antagonist				BRD-K00003537-001-01-9	Preclinical
chlorphensin-carbamate	muscle relaxant		neurology/psychiatry	spasms	BRD-A39230911-001-10-2	Launched
chlorproguanil	dihydrofolate reductase inhibitor	DHFR	infectious disease	malaria	BRD-K25494650-003-01-8, BRD-K25494650-003-01-8	Launched
chlorpromazine	dopamine receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CALM1, CHRM1, CHRM3, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HRH4, HTR1A, HTR2A, HTR2B, HTR2C, HTR6, HTR7, KCNH2, ORM1, ORM2, SMPD1, TRPC5	neurology/psychiatry, gastroenterology, hematology, infectious disease	schizophrenia, nausea, vomiting, acute intermittent porphyria (AIP), tetanus	BRD-K89997465-001-10-3, BRD-K89997465-001-10-3, BRD-K89997465-003-43-0, BRD-K89997465-003-43-0, BRD-K89997465-003-44-8	Launched
chlorpropamide	ATP channel blocker	ABCC8, KCNJ10	endocrinology	diabetes mellitus	BRD-K97746869-001-29-9, BRD-K97746869-001-27-0, BRD-K97746869-001-26-2, BRD-K97746869-001-26-2, BRD-K97746869-001-26-2	Launched
chlorpropham	antiviral				BRD-K59590127-001-04-5, BRD-K59590127-001-04-5	Phase 1
chlorpyrifos	acetylcholinesterase inhibitor	ACHE			BRD-K08303368-001-10-0, BRD-K08303368-001-10-0, BRD-K08303368-001-11-9	Launched
chlorquinaldol	other antibiotic		infectious disease	fungal infection	BRD-K90374350-001-11-9, BRD-K90374350-001-11-9, BRD-K90374350-001-10-0, BRD-K90374350-001-09-2, BRD-K90374350-001-09-2, BRD-K90374350-001-09-2, BRD-K90374350-001-09-2	Launched
chlortetracycline	protein synthesis inhibitor		ophthalmology	conjunctivitis	BRD-K00003353-003-01-9, BRD-K00003353-003-01-9	Launched
chlorthalidone	carbonic anhydrase inhibitor	CA1, CA12, CA14, CA2, CA4, CA7, SLC12A1	cardiology, gastroenterology, rheumatology, nephrology	hypertension, edema, congestive heart failure, hepatic cirrhosis, nephrotic syndrome, acute glomerulonephritis (AGN), chronic renal failure	BRD-A26384407-001-25-1, BRD-A26384407-001-26-9, BRD-A26384407-001-26-9	Launched
chlorzoxazone	bacterial 30S ribosomal subunit inhibitor	KCNMA1, KCNN4	neurology/psychiatry	muscle relaxant	BRD-K98174813-001-26-9, BRD-K98174813-001-18-0, BRD-K98174813-001-17-2	Launched
cholesterol		RORA			BRD-K19338361-001-03-9	Preclinical
cholic-acid	bile acid	ADH1C, CES1, COX4I1, COX5A, COX5B, COX6A2, COX6B1, COX6C, COX7A1, COX7B, COX7C, COX8A, ESRRG, FABP6, FECH, GPBAR1, MT-CO1, MT-CO2, MT-CO3, PLA2G1B	gastroenterology, neurology/psychiatry, genetics	bile acid synthesis disorders, peroxisomal disorders, Zellweger syndrome	BRD-K43164539-001-12-9, BRD-K43164539-001-11-5	Launched
